clade_name	clade_taxid	new_LMR0024_S32_R1_001_profiled_metagenome	new_LMR0023_S24_R1_001_profiled_metagenome	new_LMR0022_S46_R1_001_profiled_metagenome	new_LMR0021_S13_R1_001_profiled_metagenome	new_LMR0017_S44_R1_001_profiled_metagenome	new_LMR0012_S52_R1_001_profiled_metagenome	new_LMR0011_S49_R1_001_profiled_metagenome	new_LMR0009_S31_R1_001_profiled_metagenome	new_LMR0008_S47_R1_001_profiled_metagenome	new_LMR0007_S17_R1_001_profiled_metagenome	new_LMR0006_S281_R1_001_profiled_metagenome	new_LMR0004_S4_R1_001_profiled_metagenome	new_HUMO902_S50_R1_001_profiled_metagenome	new_HUMO899_S52_R1_001_profiled_metagenome	new_HUMO887_S48_R1_001_profiled_metagenome	new_HUMO865_S46_R1_001_profiled_metagenome	new_HUMO854_S44_R1_001_profiled_metagenome	new_HUMO848_S42_R1_001_profiled_metagenome	new_HUMO846_S54_R1_001_profiled_metagenome	new_HUMO844_S40_R1_001_profiled_metagenome	new_HUMO830_S62_R1_001_profiled_metagenome	new_HUMO829_S38_R1_001_profiled_metagenome	new_HUMO825_S36_R1_001_profiled_metagenome	new_HUMO775_S34_R1_001_profiled_metagenome	new_HUMO767_S32_R1_001_profiled_metagenome	new_HUMO756_S58_R1_001_profiled_metagenome	new_HUMO752_S30_R1_001_profiled_metagenome	new_HUMO749_S28_R1_001_profiled_metagenome	new_HUMO681_S26_R1_001_profiled_metagenome	new_HUMO678_S60_R1_001_profiled_metagenome	new_HUMO668_S24_R1_001_profiled_metagenome	new_HUMO624_S22_R1_001_profiled_metagenome	new_HUMO609_S56_R1_001_profiled_metagenome	new_HUMO587_S20_R1_001_profiled_metagenome	new_HUMO581_S18_R1_001_profiled_metagenome	new_HUMO546_S16_R1_001_profiled_metagenome	new_HUM1019_S191_R1_001_profiled_metagenome	new_HUM1017_S29_R1_001_profiled_metagenome	new_HUM1014_S22_R1_001_profiled_metagenome	new_HUM0994_S9_R1_001_profiled_metagenome	new_HUM0992_S15_R1_001_profiled_metagenome	new_HUM0991_S11_R1_001_profiled_metagenome	new_HUM0946_S8_R1_001_profiled_metagenome	new_HUM0941_S3_R1_001_profiled_metagenome	new_HUM0932_S19_R1_001_profiled_metagenome	new_HUM0931_S40_R1_001_profiled_metagenome	new_HUM0929_S35_R1_001_profiled_metagenome	new_HUM0898_S38_R1_001_profiled_metagenome	new_HUM0896_S30_R1_001_profiled_metagenome	new_HUM0894_S23_R1_001_profiled_metagenome	new_HUM0853_S48_R1_001_profiled_metagenome	new_HUM0851_S16_R1_001_profiled_metagenome	new_HUM0847_S12_R1_001_profiled_metagenome	new_HUM0816_S37_R1_001_profiled_metagenome	new_HUM0812_S25_R1_001_profiled_metagenome	new_HUM0741_S18_R1_001_profiled_metagenome	new_HUM0739_S190_R1_001_profiled_metagenome	new_HUM0738_S189_R1_001_profiled_metagenome	new_HUM0607_S188_R1_001_profiled_metagenome	new_HUM0604_S51_R1_001_profiled_metagenome	new_HUM0603_S36_R1_001_profiled_metagenome	new_HUM0583_S186_R1_001_profiled_metagenome	new_HUM0582_S39_R1_001_profiled_metagenome	new_HUM0579_S34_R1_001_profiled_metagenome	new_HUM0496_S6_R1_001_profiled_metagenome	new_HUM0495_S7_R1_001_profiled_metagenome	new_HUM0493_S42_R1_001_profiled_metagenome	new_HUM0444_S50_R1_001_profiled_metagenome	new_HUM0442_S283_R1_001_profiled_metagenome	new_HUM0439_S41_R1_001_profiled_metagenome	new_HUM0329_S27_R1_001_profiled_metagenome	new_HUM0324_S20_R1_001_profiled_metagenome	new_HUM0322_S282_R1_001_profiled_metagenome	new_HUM0235_S45_R1_001_profiled_metagenome	new_HUM0233_S187_R1_001_profiled_metagenome	new_HUM0152_S5_R1_001_profiled_metagenome	new_HUM0149_S28_R1_001_profiled_metagenome	new_HUM0148_S21_R1_001_profiled_metagenome	new_HUM0042_S1_R1_001_profiled_metagenome	new_HUM0041_S14_R1_001_profiled_metagenome	new_HUM0038_S10_R1_001_profiled_metagenome
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella	2|1239|909932|1843489|31977|29465	0	0	0	0	0	0	0	0	0	0	0	0	0.11225	0	0	0	0.0514	0.02109	0	0	0.0082	0	0.05169	0	0.33914	0.22224	0.08007	0	1.49607	0	0.09587	0.33225	0	0.1625	0.22001	0	0	0	0	0.00954	0	0	0.1515	0	0	0.0842	0	0	0.01207	0.00378	0.17363	0	0	0.05824	0	0	0.12161	0.04627	0	0	0	0.03131	0	0	0	0.04779	0.03152	0	0	0	0.28554	0	0.07934	0.34616	0	0	0	0.0303	0.00127	0.12836	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	2|1239|909932|1843489|31977|29465|39777	0	0	0	0	0	0	0	0	0	0	0	0	0.04724	0	0	0	0.03977	0.00626	0	0	0	0	0	0	0.00266	0.01281	0.04977	0	0.15863	0	0.03163	0.26405	0	0.00099	0.06077	0	0	0	0	0	0	0	0.04417	0	0	0.04692	0	0	0.009	0	0.06878	0	0	0.02972	0	0	0.0221	0	0	0	0	0.01075	0	0	0	0.02332	0.00769	0	0	0	0.14897	0	0	0.13192	0	0	0	0.00183	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica|t__SGB6936	2|1239|909932|1843489|31977|29465|39777|	0	0	0	0	0	0	0	0	0	0	0	0	0.04724	0	0	0	0.03977	0.00626	0	0	0	0	0	0	0.00266	0.01281	0.04977	0	0.15863	0	0.03163	0.26405	0	0.00099	0.06077	0	0	0	0	0	0	0	0.04417	0	0	0.04692	0	0	0.009	0	0.06878	0	0	0.02972	0	0	0.0221	0	0	0	0	0.01075	0	0	0	0.02332	0.00769	0	0	0	0.14897	0	0	0.13192	0	0	0	0.00183	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_denticariosi	2|1239|909932|1843489|31977|29465|419208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00969	0	0	0	0	0.02414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00183	0	0	0	0	0	0.00254	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_denticariosi|t__SGB6938	2|1239|909932|1843489|31977|29465|419208|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00969	0	0	0	0	0.02414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00183	0	0	0	0	0	0.00254	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	2|1239|909932|1843489|31977|29465|39778	0	0	0	0	0	0	0	0	0	0	0	0	0.04438	0	0	0	0.00239	0	0	0	0.00552	0	0	0	0	0.00666	0.02085	0	0.02357	0	0.00056	0.04397	0	0.00743	0.00791	0	0	0	0	0	0	0	0.05296	0	0	0.0095	0	0	0.00307	0	0.10484	0	0	0.00192	0	0	0.00072	0	0	0	0	0.02055	0	0	0	0.01293	0	0	0	0	0.05964	0	0.03024	0.03139	0	0	0	0.00041	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar|t__SGB6952	2|1239|909932|1843489|31977|29465|39778|	0	0	0	0	0	0	0	0	0	0	0	0	0.04438	0	0	0	0.00239	0	0	0	0.00552	0	0	0	0	0.00666	0.02085	0	0.02357	0	0.00056	0.04397	0	0.00743	0.00791	0	0	0	0	0	0	0	0.05296	0	0	0.0095	0	0	0.00307	0	0.10484	0	0	0.00192	0	0	0.00072	0	0	0	0	0.02055	0	0	0	0.01293	0	0	0	0	0.05964	0	0.03024	0.03139	0	0	0	0.00041	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	2|1239|909932|1843489|31977|29465|29466	0	0	0	0	0	0	0	0	0	0	0	0	0.02063	0	0	0	0.00924	0.00766	0	0	0	0	0.04631	0	0.18252	0.12541	0.00945	0	1.23874	0	0.06126	0.02422	0	0.12993	0.08483	0	0	0	0	0	0	0	0.05437	0	0	0.02778	0	0	0	0.00378	0	0	0	0.0266	0	0	0.09879	0.04627	0	0	0	0	0	0	0	0.01154	0.02383	0	0	0	0.07694	0	0.04909	0.09747	0	0	0	0.01095	0.00127	0.08368	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__SGB6939	2|1239|909932|1843489|31977|29465|29466|	0	0	0	0	0	0	0	0	0	0	0	0	0.02063	0	0	0	0.00924	0.00766	0	0	0	0	0.04631	0	0.18252	0.12541	0.00945	0	1.23874	0	0.06126	0.02422	0	0.12993	0.08483	0	0	0	0	0	0	0	0.05437	0	0	0.02778	0	0	0	0.00378	0	0	0	0.0266	0	0	0.09879	0.04627	0	0	0	0	0	0	0	0.01154	0.02383	0	0	0	0.07694	0	0.04909	0.09747	0	0	0	0.01095	0.00127	0.08368	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae	2|1239|909932|1843489|31977|29465|423477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00717	0	0	0.00268	0	0.00538	0	0.05588	0.04053	0	0	0.06544	0	0.00242	0	0	0	0.04531	0	0	0	0	0.00954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08355	0	0	0	0.01711	0	0.04215	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae|t__SGB6956	2|1239|909932|1843489|31977|29465|423477|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00717	0	0	0.00268	0	0.00538	0	0.05588	0.04053	0	0	0.06544	0	0.00242	0	0	0	0.04531	0	0	0	0	0.00954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08355	0	0	0	0.01711	0	0.04215	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_tobetsuensis	2|1239|909932|1843489|31977|29465|1110546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09808	0.03683	0	0	0	0	0	0	0	0	0.02119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_tobetsuensis|t__SGB6935	2|1239|909932|1843489|31977|29465|1110546|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09808	0.03683	0	0	0	0	0	0	0	0	0.02119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia	2|1239|1737404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03461	0.82251	0	0	0	0.06297	0	0	0.0658	0.06252	0.03774	0	0.12813	0.26715	0	0	0	0	0	0	0	0	0	0	0.00481	0.13051	0	0	0	0	0	0	0	0	0	0.03265	0.00993	0.00209	0	0.01509	0	0	0.08562	0.00142	0	0.02888	0	0	0	0.07863	0	0.06346	0	0	0	0	0	0	0.13709	0	0	0	0	0	0.44697	0.00144	0.00087
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales	2|1239|1737404|1737405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00059	0	0	0	0	0	0	0	0.01657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00993	0.00209	0	0	0	0	0	0	0	0.02888	0	0	0	0.07863	0	0.02189	0	0	0	0	0	0	0.06416	0	0	0	0	0	0	0	0.00087
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae	2|1239|1737404|1737405|1570339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00059	0	0	0	0	0	0	0	0.01657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00993	0.00209	0	0	0	0	0	0	0	0.02888	0	0	0	0.07863	0	0.02189	0	0	0	0	0	0	0.06416	0	0	0	0	0	0	0	0.00087
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus	2|1239|1737404|1737405|1570339|165779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00059	0	0	0	0	0	0	0	0.01657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00993	0.00209	0	0	0	0	0	0	0	0.02888	0	0	0	0.07863	0	0.02189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00087
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_SGB15407	2|1239|1737404|1737405|1570339|165779|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00209	0	0	0	0	0	0	0	0.01335	0	0	0	0.0588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00087
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_SGB15407|t__SGB15407	2|1239|1737404|1737405|1570339|165779||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00209	0	0	0	0	0	0	0	0.01335	0	0	0	0.0588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00087
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_SGB4342	2|1239|1737404|1737405|1570339|165779|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01554	0	0	0	0.01983	0	0.02189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_SGB4342|t__SGB4342	2|1239|1737404|1737405|1570339|165779||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01554	0	0	0	0.01983	0	0.02189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_obesiensis	2|1239|1737404|1737405|1570339|165779|1287640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_obesiensis|t__SGB6661	2|1239|1737404|1737405|1570339|165779|1287640|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_prevotii	2|1239|1737404|1737405|1570339|165779|33034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_prevotii|t__SGB6679	2|1239|1737404|1737405|1570339|165779|33034|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas	2|1239|1737404|1737405|1570339|543311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06416	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra	2|1239|1737404|1737405|1570339|543311|33033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06416	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_micra|t__SGB6653	2|1239|1737404|1737405|1570339|543311|33033|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06416	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified	2|1239|1737404|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03461	0.82192	0	0	0	0.06297	0	0	0.0658	0.04595	0.03774	0	0.12813	0.26715	0	0	0	0	0	0	0	0	0	0	0.00481	0.13051	0	0	0	0	0	0	0	0	0	0.03265	0	0	0	0.01509	0	0	0.08562	0.00142	0	0	0	0	0	0	0	0.04157	0	0	0	0	0	0	0.07293	0	0	0	0	0	0.44697	0.00144	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified	2|1239|1737404||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03461	0.82192	0	0	0	0.06297	0	0	0.0658	0.04595	0.03774	0	0.12813	0.26715	0	0	0	0	0	0	0	0	0	0	0.00481	0.13051	0	0	0	0	0	0	0	0	0	0.03265	0	0	0	0.01509	0	0	0.08562	0.00142	0	0	0	0	0	0	0	0.04157	0	0	0	0	0	0	0.07293	0	0	0	0	0	0.44697	0.00144	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified|g__GGB1405	2|1239|1737404|||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03461	0.82192	0	0	0	0.06297	0	0	0.0658	0.04595	0.03774	0	0.12813	0.26715	0	0	0	0	0	0	0	0	0	0	0.00481	0.13051	0	0	0	0	0	0	0	0	0	0.03265	0	0	0	0.01509	0	0	0.08562	0.00142	0	0	0	0	0	0	0	0.04157	0	0	0	0	0	0	0.07293	0	0	0	0	0	0.44697	0.00144	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified|g__GGB1405|s__GGB1405_SGB1928	2|1239|1737404||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03461	0.82192	0	0	0	0.06297	0	0	0.0658	0.04595	0.03774	0	0.12813	0.26715	0	0	0	0	0	0	0	0	0	0	0.00481	0.13051	0	0	0	0	0	0	0	0	0	0.03265	0	0	0	0.01509	0	0	0.08562	0.00142	0	0	0	0	0	0	0	0.04157	0	0	0	0	0	0	0.07293	0	0	0	0	0	0.44697	0.00144	0
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified|g__GGB1405|s__GGB1405_SGB1928|t__SGB1928	2|1239|1737404|||||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03461	0.82192	0	0	0	0.06297	0	0	0.0658	0.04595	0.03774	0	0.12813	0.26715	0	0	0	0	0	0	0	0	0	0	0.00481	0.13051	0	0	0	0	0	0	0	0	0	0.03265	0	0	0	0.01509	0	0	0.08562	0.00142	0	0	0	0	0	0	0	0.04157	0	0	0	0	0	0	0.07293	0	0	0	0	0	0.44697	0.00144	0
k__Bacteria|p__Fusobacteria	2|32066	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00552	0	0	0	0	0.00718	0	0	0	0	0	0	0	0	1.01634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.28513	0.09747	0	0	0	0	0.13543	0.05517	0	0	0	0	0.00897	0	0.07043
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00552	0	0	0	0	0.00718	0	0	0	0	0	0	0	0	1.01634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.28513	0.09747	0	0	0	0	0.13543	0.05517	0	0	0	0	0.00897	0	0.07043
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2|32066|203490|203491	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00552	0	0	0	0	0.00718	0	0	0	0	0	0	0	0	1.01634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.28513	0.09747	0	0	0	0	0.13543	0.05517	0	0	0	0	0.00897	0	0.07043
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae	2|32066|203490|203491|203492	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00552	0	0	0	0	0.00718	0	0	0	0	0	0	0	0	1.01634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.28513	0.09747	0	0	0	0	0.13543	0.05517	0	0	0	0	0.00897	0	0.07043
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium	2|32066|203490|203491|203492|848	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00552	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.28513	0	0	0	0	0	0.13543	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_gonidiaformans	2|32066|203490|203491|203492|848|849	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0177	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_gonidiaformans|t__SGB5985	2|32066|203490|203491|203492|848|849|	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0177	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum	2|32066|203490|203491|203492|848|850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.28513	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_mortiferum|t__SGB6031	2|32066|203490|203491|203492|848|850|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.28513	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_nucleatum	2|32066|203490|203491|203492|848|851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11773	0	0	0	0	0	0	0	0
